;0;1;Match id;Authors;year;title;list_of_dublication;F_D;comment
1254;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\120.txt;Langmaack, B. & Braune-Krickau, M. (1993). Wie die Gruppe laufen lernt. Anregungen zum Planen und Leiten von Gruppen (4. Aufl.). Weinheim: Beltz/Psychologie Verlags Union.;fis-bildung-506678;Langmaack, B. & Braune-Krickau, M.;1993;Wie die Gruppe laufen lernt. Anregungen zum Planen und Leiten von Gruppen ;['fis-bildung-506678'];;
458;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200507548-1177#S#0967010604049522.txt;Ward, Margaret, 1983. Unmanageable Revolutionaries: Women and Irish Nationalism. London: Pluto.;ubk-opac-HL002364124;Ward, Margare;1989;Unmanageable Revolutionaries: Women and Irish Nationalism;['ubk-opac-HL002364124'];;
1122;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-13758577-1054#S#bjoc#P#2001#P#2003.txt;Gammon MD, Schoenberg JB, Britton JA, Kelsey JL, Coates RJ, Brogan D, Potischman N, Swanson CA, Daling JR, Stanford JL and Brinton LA (1998b) Recreational physical activity and breast cancer risk among women under age 45 years. Am J Epidemiol 147: 273–280;Null;Gammon MD, Schoenberg JB, Britton JA, Kelsey JL, Coates RJ, Brogan D, Potischman N, Swanson CA, Daling JR, Stanford JL and Brinton LA ;1998;Recreational physical activity and breast cancer risk among women under age 45 years;null;;
953;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2010-604597-1177#S#0094582X10372514.txt;Brady, Henry E. and David Collier (eds.) 2004 Rethinking Social Inquiry: Diverse Tools, Shared Standards. Lanham, MD: Rowman and Littlefield.;ubk-opac-HL004361201,wzb-bib-142591;Brady, Henry E. and David Collier;2004;Rethinking Social Inquiry: Diverse Tools, Shared Standards;['ubk-opac-HL004361201,wzb-bib-142591'];;
1026;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-11024008-1177#S#0959353500010004017.txt;Drew, S. (1996b) ‘Moving Towards Active Living: Understanding the Contextual Nature of Barriers to Physical Activity’, Health Psychology Update 23: 10–14.;Null;Drew, S. ;1996;Moving Towards Active Living: Understanding the Contextual Nature of Barriers to Physical Activity;null;;
1082;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;Renstrom PA, Ljungqvist A, Arendt EA, et al. Non-contact ACL injuries in female athletes: an International Olympic Committee current concepts statement. Br J Sports Med. 2008SEMIKOLONE42:394-412.;csa-pei-8300566;Renstrom PA, Ljungqvist A, Arendt EA;2008;Non-contact ACL injuries in female athletes: an International Olympic Committee current concepts statement;['csa-pei-8300566'];;
873;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Joos, M. (1970) ‘Linguistic Prospects in the United States’, in C. Mohrmann et al. (eds) Trends in European and American Linguistics, 1930–1960, Edited on the Occasion of the Ninth International Congress of Linguists, Cambridge MA, 1962. Utrecht: Spectrum, pp. 11–20.;Null;Joos, M.;1970;Linguistic Prospects in the United States;null;;
468;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;d’Oliveira, J. (1995) ‘Union Citizenship: Pie in the Sky?’, in A. Rosas and E. Antola (eds.) A Citizens’ Europe: In search of a New Order, London: Sage, pp. 58–84.;csa-ps-9507462;d’Oliveira, J.;1995;Union Citizenship: Pie in the Sky?;[u'csa-sa-96c02792', u'csa-ps-9507462'];;
207;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Emery, M., & Purser, R. (1996). The search conference. San Francisco: Jossey-Bass.;Null;Emery, M., & Purser, R. ;1996;The search conference. San Francisco: Jossey-Bass;null;;
1277;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\120.txt;Tedlock, D. (1993). Fragen zur dialogischen Anthropologie. In E. Berg & M. Fuchs (Hrsg.), Kultur, soziale Praxis, Text. Die Krise der ethnographischen Repräsentation (S. 269 –287). Frankfurt/M.: Suhrkamp.;bszbw-wao-029100046;Tedlock, D.;1993;Fragen zur dialogischen Anthropologie;[u'bszbw-wao-029100046'];gesis-solis-00167800;
977;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2010-604597-1177#S#0094582X10372514.txt;Radcliffe, Sarah and Sallie Westwood (eds.) 1993 “Viva”: Women and Popular Protest in Latin America. New York: Routledge.;fes-bib-749018,ubk-opac-LY000137606;Radcliffe, Sarah and Sallie Westwood;1993;“Viva”: Women and Popular Protest in Latin America;[u'fis-bildung-257206', u'fes-bib-749018',u'ubk-opac-LY000137606'];ubk-opac-LY000137606 (not detected);
531;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Heilman, M. E. (1983). Sex bias in work settings: The lack of fit model. Research in Organizational Behaviour, 5, 269-298.;Null;Heilman, M. E.;1983; Sex bias in work settings: The lack of fit model;null;;
1171;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Spigel, Lynn, and Denise Mann, eds. 1992. Private screenings. Minneapolis: University of Minnesota Press.;ubk-opac-LY000128906;Spigel, Lynn, and Denise Mann, eds. ;1992;Private screenings;['ubk-opac-LY000128906'];;
529;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Hannah, A., & Murachver, T. (1999). Gender and conversational style as predictors of conversational behavior. Journal of Language and Social Psychology, 18, 153-174.;csa-sa-9916234;Hannah, A., & Murachver, T.;1999;Gender and conversational style as predictors of conversational behavior;['csa-sa-9916234'];;
714;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Smith, M. D. (1983) Violence and Sport. Toronto: Butterworths.;Null;Smith, M. D.;1983;Violence and Sport;null;;
802;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Tamres, L. K., Janicki, D., & Helgeson, V. S. (2002). Sex differences in coping behavior: A meta-analytic review and an examination of relative coping. Personality and Social Psychology Review, 6, 2-30.;Null;Tamres, L. K., Janicki, D., & Helgeson, V. S.;2002;Sex differences in coping behavior: A meta-analytic review and an examination of relative coping;null;;
120;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Bloor, M., Frankland, J., Thomas, M. and Robson, K. (2001). Focus Groups in Social Research. London, Thousand Oaks, CA & New Delhi: Sage Publications.;ubk-opac-HL000619369;Bloor, M., Frankland, J., Thomas, M. and Robson, K.;2001; Focus Groups in Social Research;['ubk-opac-HL000619369'];;
595;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043053-1177#S#1532708609354719.txt;?Couldry, N. (2006). Listening beyond the echoes: Media, ethics, and agency in an uncertain world. London: Paradigm.;Null;?Couldry, N.;2006;Listening beyond the echoes: Media, ethics, and agency in an uncertain world;null;;
1346;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Kuhn, Thomas S. (1970/1992). Logik oder Psychologie der Forschung. In ders., Die Entstehung des Neuen. Studien zur Struktur der Wissenschaftsgeschichte (4. Auflage, S.357-388). Frankfurt/ M.: Suhrkamp.;Null;Kuhn, Thomas S;1970/1992;Logik oder Psychologie der Forschung. In ders., Die Entstehung des Neuen. Studien zur Struktur der Wissenschaftsgeschichte ;null;;
373;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Dreher, Axel, Jan-Egbert Sturm, and James R aymond Vreeland. 2009. “Development Aid and International Politics: Does Membership on the UN Security Council Influence World Bank Decisions? ” Journal of Development Economics 88, no. 1: 1–18.;bszbw-wao-360086888;Dreher, AxelSEMIKOLONE Sturm, Jan-EgbertSEMIKOLONE Vreeland, James Raymond;2009;Development Aid and International Politics: Does Membership on the UN Security Council Influence World Bank Decisions?;['bszbw-wao-360086888'];;corrected the name
1341;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Kleining, Gerhard (1982). Umriss zu einer Methodologie qualitativer Sozialforschung. Kölner Zeitschrift für Soziologie und Sozialpsychologie, 34, 224-253.;csa-sa-83N0461;Kleining, Gerhard;1982;Umriss zu einer Methodologie qualitativer Sozialforschung;[u'gesis-bib-36020', u'iab-litdok-I821005M05', u'gesis-solis-00073258', u'csa-pais-1983-0023521', u'csa-sa-83N0461', u'fis-bildung-98114', u'gesis-ssoar-861'];;
1278;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\120.txt;Teising, M. (1994). Die Bedeutung der Säuglingsbeobachtung für die Psychoanalyse am Beispiel von D. Stern: Die Lebenserfahrung des Säuglings. In C. Frank (Hrsg.), Wege zur Deutung. Verstehensprozesse in der Psychoanalyse (S. 17 –31). Opladen: Westdeutscher Verlag.;null;Teising, M.;1994;Die Bedeutung der Säuglingsbeobachtung für die Psychoanalyse am Beispiel von D. Stern: Die Lebenserfahrung des Säuglings;null;;
653;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Mead,G. H. (1934). Mind, self, and society from the standpoint of a social behaviorist. Chicago: University of Chicago Press.;gesis-ssoar-50777;Mead, G. H.;1934;Mind, self, and society from the standpoint of a social behaviorist;['gesis-ssoar-50777'];;
546;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Kumar, K., Subramanian, R., & Nonis, S. A. (1991). Cultural diversity’s impact on group processes and performance: Comparing culturally homogeneous and culturally diverse work groups engaged in problem solving tasks. Southern Management Association Proceedings, 332-336.;null;Kumar, K.SEMIKOLONE Subramanian, R.SEMIKOLONE Nonis, S. A.;1991;Cultural diversity’s impact on group processes and performance: Comparing culturally homogeneous and culturally diverse work groups engaged in problem solving tasks;null;;
1299;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Breuer, Franz (1991). Wissenschaftstheorie für Psychologen. Eine Einführung (5. verbesserte Auflage). Münster: Aschendorff. Breuer, Franz (Hg.) (in Druck). Qualitative Forschung in der Psychologie. Köln: Westdeutscher Verlag.;gesis-ssoar-965;Breuer, Franz;1991;Wissenschaftstheorie für Psychologen. Eine Einführung;['gesis-ssoar-965'];;double line 223
1316;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Flick, Uwe (1994). Text zwischen Mimesis und Welterzeugung. Fragen der Geltungsbegründung textualisierter Sozialwissenschaft. Forschungsberichte aus dem Institut für Psychologie der TU Berlin, 2/94.;gesis-solis-00405843;Flick, Uwe;1994;Text zwischen Mimesis und Welterzeugung. Fragen der Geltungsbegründung textualisierter Sozialwissenschaft.;[u'gesis-solis-00405843', u'gesis-ssoar-1448'];;
448;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200507548-1177#S#0967010604049522.txt;Moghadam, Valentine M., 1993. Modernising Women: Gender and Social Change in the Middle East. Boulder, CO: Lynne Rienner.;null;Moghadam, Valentine M.;1993;Modernising Women: Gender and Social Change in the Middle East;null;;
327;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201014166-1177#S#1077800409350695.txt;Lather, P. (1997). Troubling the angels: Women living with HIV/AIDS. Boulder, CO: Westview.;null;Lather, P.;1997;Troubling the angels: Women living with HIV/AIDS;null;;
1048;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;Beynnon BD, Ettlinger CF, Johnson RJ. Epidemiology and mechanisms of ACL injury in alpine skiing. In: Hewett TE, Shultz SJ, Griffin LY, eds. Understanding and Preventing Noncontact ACL Injuries. Champaign: Human KineticsSEMIKOLONE 2007:183-188.;null;Beynnon, B. D.SEMIKOLONE Ettlinger, C. F.SEMIKOLONE Johnson, R. J.;2007;Epidemiology and mechanisms of ACL injury in alpine skiing;null;;double line 230
756;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Gaither, G. A., & Sellbom, M. (2003). The sexual sensation seeking scale: Reliability and validity within a heterosexual college student sample. Journal of Personality Assessment, 81, 157-167.;csa-assia-246947;Gaither, G. A.SEMIKOLONE Sellbom, M.;2003;The sexual sensation seeking scale: Reliability and validity within a heterosexual college student sample;['csa-assia-246947'];;
472;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Durand, A. (1979) ‘European citizenship’, European Law Review 4: 3–14.;null;Durand, A.;1979;European citizenship;null;;
1087;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12741793-1002#S#art#P#24862.txt;?Griffin TM, Huebner JL, Kraus VB, Guilak F. Extreme obesity due to impaired leptin signaling in mice does not cause knee osteoarthritis. Arthritis Rheum 2009SEMIKOLONE60:2935–44.;null;?Griffin, T.M.SEMIKOLONE Huebner, J. L.SEMIKOLONE Kraus, V. B.SEMIKOLONE Guilak, F.;2009;Extreme obesity due to impaired leptin signaling in mice does not cause knee osteoarthritis;null;;
754;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Fuhrel, A., & Kalichman, S. C. (2006). Biological, social and psychological risk factors for HIV infection. In M. P. Bermúdez & G. Buela-Casal (Eds.), Recent Advances in HIV Infection Research (pp. 67-108). New York: Nova Science.;null;Fuhrel, A., & Kalichman, S. C.;2006;Biological, social and psychological risk factors for HIV infection;null;;
1164;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Oren, Tasha. 2003. Domesticated dads and double-shift moms: Real life and ideal life in 1950’s domestic comedy. Cercles 8:78-90.;null;Oren, Tasha;2003;Domesticated dads and double-shift moms: Real life and ideal life in 1950’s domestic comedy;null;;
676;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Apter, M. J. (1992) The Dangerous Edge: The Psychology of Excitement. New York: The Free Press.;fis-bildung-221930;Apter, M. J.;1992;The Dangerous Edge: The Psychology of Excitement;['fis-bildung-221930'];;
302;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Sørensen, JesperB., and Olav Sorenson. 2007. “CorporateDemography and Income Inequality.” American Sociological Review 72:766–83.;csa-sa-200805755;Sørensen, Jesper B.SEMIKOLONE Sorenson, Olav;2007;Corporate Demography and Income Inequality;[u'gesis-bib-75465', u'csa-ps-200807228', u'csa-sa-200805755', u'csa-assia-200805211'];;
0;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200710322-1177#S#1077801206295125.txt;?Berg, D. R. (1993). The use of rape-specific empathy induction on rape education for college men: A theoretical and empirical examination. Unpublished master’s thesis, University of Illinois, Urbana–Champaign.;null;?Berg, D. R.;1993; The use of rape-specific empathy induction on rape education for college men: A theoretical and empirical examination;null;;
287;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Kling, Jeffrey R. 2006. “Incarceration Length, Employment, and Earnings.” American Economic Review 96:863–76.;iab-litdok-K060817F35;Kling, Jeffrey R.;2006;Incarceration Length, Employment, and Earnings;['iab-litdok-K060817F35'];;
371;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Dreher, Axel, and Nathan M. Jensen. 2007. “Independent Actor or Agent? An Empirical Analysis of the Impact of U.S. Interests on International Monetary Fund Conditions.” Journal of Law and Economics 50, no. 1: 105–24.;null;Dreher, AxelSEMIKOLONE Jensen, Nathan M.;2007;Independent Actor or Agent? An Empirical Analysis of the Impact of U.S. Interests on International Monetary Fund Conditions.;null;;
584;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Smith-Lovin, L., & Robinson, D. T. (1991). Gender and conversational dynamics. In C. L. Ridgeway (Ed.), Gender, interaction, and inequality (pp. 208-231).NewYork: Springer-Verlag.;null;Smith-Lovin, L.SEMIKOLONE Robinson, D. T.;1991;Gender and conversational dynamics;null;;
1299;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Breuer, Franz (1991). Wissenschaftstheorie für Psychologen. Eine Einführung (5. verbesserte Auflage). Münster: Aschendorff. Breuer, Franz (Hg.) (in Druck). Qualitative Forschung in der Psychologie. Köln: Westdeutscher Verlag.;gesis-ssoar-965;Breuer, Franz;1991;Wissenschaftstheorie für Psychologen. Eine Einführung;['gesis-ssoar-965'];;double line 206
112;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200723880-1177#S#0044118X06295051.txt;Rich, M., & Ginsburg, K. R. (1999). The reason and rhyme of qualitative research: Why, when, and how to use qualitative methods in the study of adolescent health. Journal of Adolescent Health, 25, 371-378.;csa-sa-200012778;Rich, M.SEMIKOLONE Ginsburg, K. R.;1999;The reason and rhyme of qualitative research: Why, when, and how to use qualitative methods in the study of adolescent health;[u'csa-assia-146174', u'csa-sa-200012778', u'csa-ssa-200003933'];;
65;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt;Lin, N. (2003). The invisible hand of social capital. Unpublished manuscript.;null;Lin, N.;2003;The invisible hand of social capital;null;;
350;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Andersen, Thomas Barnebeck, Henrik Hansen, and Thomas Markussen. 2006. “US Politics and World Bank ida-Lending.” Journal of Development Studies 42, no. 5: 772–94.;csa-ps-200702420;Andersen, Thomas BarnebeckSEMIKOLONE Hansen, HenrikSEMIKOLONE Markussen, Thomas;2006;US Politics and World Bank ida-Lending;[u'csa-ps-200702420', u'bszbw-wao-387502661', u'csa-sa-200703266'];;
202;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Dawson, P., & Buchanan, D. (2005). The way it really happened: Competing narratives in the political process of technological change. Human Relations, 58, 845-865.;null;Dawson, P.SEMIKOLONE Buchanan, D.;2005;The way it really happened: Competing narratives in the political process of technological change;null;;
1012;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;Lerman C, Rimer B, Trock eBt, al. Factors associated with repeated adherence to breast cancer screening. Prev Med 1990SEMIKOLONE 19: 279-90.;null;Lerman, C.SEMIKOLONE Rimer, B.SEMIKOLONE Trock, B.;1990;Factors associated with repeated adherence to breast cancer screening;null;;
119;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;?Barter, C. and Renold, E. (2003) ‘Dilemmas of Control: Methodological Implications and Reflections of Foregrounding Children’s Perspectives on Violence’, in M.L. Raymond and E.A. Stanko (eds) Researching Violence. London & New York: Routledge.;null;?Barter, C.SEMIKOLONE Renold, E.;2003;Dilemmas of Control: Methodological Implications and Reflections of Foregrounding Children’s Perspectives on Violence;null;;
1048;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;Beynnon BD, Ettlinger CF, Johnson RJ. Epidemiology and mechanisms of ACL injury in alpine skiing. In: Hewett TE, Shultz SJ, Griffin LY, eds. Understanding and Preventing Noncontact ACL Injuries. Champaign: Human KineticsSEMIKOLONE 2007:183-188.;null;Beynnon, B. D.SEMIKOLONE Ettlinger, C. F.SEMIKOLONE Johnson, R. J.;2007;Epidemiology and mechanisms of ACL injury in alpine skiing;null;;double line 210
698;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Galvani, M. and Palma, J. (2005) ‘La hinchada de uniforme’, in P. Alabarces (ed.) Hinchadas, pp. 161–82. Buenos Aires: Prometeo.;null;Galvani, M.SEMIKOLONE Palma, J.;2005;La hinchada de uniforme;null;;
960;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2010-604597-1177#S#0094582X10372514.txt;Gordon, Gretchen and Aaron Luoma 2009 “Oil and gas: the elusive wealth beneath their feet,” pp. 77–114 in Jim Shultz and Melissa Crane Draper (eds.), Dignity and Defiance: Stories from Bolivia’s Challenge to Globalization. Berkeley: University of California Press.;null;Gordon, GretchenSEMIKOLONE Luoma, Aaron;2009;Oil and gas: the elusive wealth beneath their feet;null;;
